Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,public_recycling_points,litter
S01010388,Glasgow Harbour and Partick South,Glasgow City,963,739,1100,16,4,2,1,1003,1044,703,1872,6877,1136,631,24%,227,17%,126,195,167,139,159,28%,7%,112,73%,5,124,1%,6%,45,470,229,24,23%,2%,2.508248031,1.006439469,0.982588583,2.39047619,2.921001476,4.410532995,2.18113189,2.256348425,4.625600394,0%,2,4
S01010389,Glasgow Harbour and Partick South,Glasgow City,1404,1231,6281,91,19,10,5,6302,6573,6707,4650,5068,4856.5,49,2%,33,2%,23,35,21,7,71,9%,6%,49,86%,5.8,43,0%,2%,16,114,410,71,40%,7%,1.615467221,2.044664873,2.245892857,2.599896266,4.261937378,4.396764706,7.595489237,7.251379648,10.2773092,0%,0,9
S01010390,Glasgow Harbour and Partick South,Glasgow City,1078,950,3128,45,9,5,3,2787,2728,3126,4027,6888,2730,103,13%,135,10%,94,100,179,123,93,19%,0%,84,79%,5.6,56,1%,8%,27,252,356,81,33%,8%,2.513724442,1.050748141,1.040841078,1.452024793,3.630566914,3.946690647,2.856575279,2.98695632,6.317927509,0%,1,3
S01010391,Glasgow Harbour and Partick South,Glasgow City,823,703,2289,33,7,4,2,2212,1923,2704,2297,6777,2091,518,15%,125,13%,91,135,28,72,128,23%,6%,80,83%,4.71,66,8%,3%,26,317,169,43,21%,5%,1.985942623,1.423225095,1.485302648,1.321571429,3.869025851,3.315714286,4.209167718,3.740472888,6.429189786,0%,0,12
S01010392,Glasgow Harbour and Partick South,Glasgow City,1015,806,6655,96,20,10,5,6083.5,6824,6968,6039,3949,4584,1028.5,3%,28,1%,10,15,4,0,46,7%,3%,47,88%,*,24,0%,7%,13,129,145,2,21%,0%,1.008571942,2.340935252,2.646370504,3.095994318,3.874672662,4.752735849,10.86958993,10.53894964,12.89153957,0%,0,4
S01010393,Partick,Glasgow City,988,791,4537,66,14,7,4,3986,4883,3603,3984,6799,2695,240,8%,77,4%,35,95,110,42,79,16%,4%,89,*,5.63,67,7%,6%,25,254,273,61,28%,6%,2.974266767,0.945745746,1.818681181,2.171438356,2.996746747,3.191013514,2.812507508,4.724276777,6.840625626,0%,1,14
S01010394,Partick,Glasgow City,936,674,301,5,1,1,1,262,113,274,2356,5290,1718,359,33%,309,29%,194,225,213,289,129,32%,5%,138,81%,5.27,133,9%,10%,34,365,195,48,24%,6%,3.096864932,1.501508674,2.403918835,3.040349206,4.07069083,4.309765957,5.213011152,6.355712515,8.88098513,0%,3,5
S01010395,Partick,Glasgow City,1011,798,2670,39,8,4,2,2003,2916,2509,3119,6776,3139,230,16%,166,9%,75,120,156,131,112,19%,4%,99,76%,5.05,68,2%,11%,22,219,285,60,28%,6%,2.74499503,1.003543738,1.620509443,1.571698565,3.481684891,3.489350962,3.69916501,4.54471173,8.20276839,0%,1,10
S01010396,Partick,Glasgow City,1023,801,3268,47,10,5,3,2566,3305,2225,4444,6963,3455,477,13%,138,8%,66,120,203,68,120,22%,0%,110,91%,5.63,79,2%,6%,20,196,235,49,23%,5%,3.777996128,0.75624153,1.389373185,2.332633136,1.265607454,3.444032258,2.205934172,3.982294288,4.228131655,0%,0,7
S01010397,Partickhill and Hyndland,Glasgow City,553,433,5496,79,16,8,4,4174,5339,4594,5934,6930,4612,825,7%,40,4%,16,75,104,0,63,15%,0%,82,*,6.4,36,0%,3%,7,127,112,12,21%,2%,4.637901292,1.316868081,1.818846863,1.628356164,1.041845018,2.412777778,3.879197417,5.48454797,3.559335793,0%,0,4
S01010398,Partickhill and Hyndland,Glasgow City,1074,810,6359,92,19,10,5,5594.5,6007,5239,6815,6667,2714,2050,4%,40,3%,22,55,25,0,146,15%,7%,70,*,6.5,29,0%,20%,27,253,113,49,11%,5%,3.299291284,1.952545872,1.510348624,2.760085106,2.184447248,2.038968254,4.863013761,5.036802752,6.060777523,0%,2,7
S01010399,Partickhill and Hyndland,Glasgow City,1210,1002,6947,100,20,10,5,6746,6733,6896,6712,5592,4669,2858,1%,17,2%,15,25,10,0,68,11%,9%,40,*,6.5,11,0%,5%,15,125,113,18,11%,2%,4.230400579,2.653646236,1.550588803,3.65516129,2.140622587,2.688697917,5.280984556,4.800299228,5.914377413,2%,0,5
S01010400,Partickhill and Hyndland,Glasgow City,1172,853,6781,98,20,10,5,6230,6484,6393,6651,6654,2654,2069,2%,29,2%,17,35,65,0,53,12%,8%,69,94%,6.1,21,1%,15%,30,257,134,35,12%,3%,4.733935059,1.867393279,1.754025886,2.93834375,1.560267938,2.079718876,5.349046322,5.674368756,4.981653043,0%,1,5
S01010401,Partickhill and Hyndland,Glasgow City,742,538,5006,72,15,8,4,3677,4619,4536,5839,6946,3776,909,9%,66,5%,26,80,48,0,96,15%,5%,74,*,*,39,7%,8%,13,176,128,31,18%,4%,5.141614365,1.269532775,1.713256625,2.0440625,0.84347629,2.20484127,3.984170153,4.835230126,2.755313808,0%,2,1
S01010402,Partickhill and Hyndland,Glasgow City,974,735,6927,100,20,10,5,6073,6678,6761,6743,6951,4104,3541.5,3%,27,2%,12,25,26,0,53,11%,6%,62,*,6.17,16,2%,19%,15,155,76,32,7%,3%,4.298542677,1.766258487,0.917725509,3.078347458,1.356197866,1.345714286,3.314684772,2.733443259,3.476867119,0%,1,6
S01010403,Dowanhill,Glasgow City,1016,682,6747,97,20,10,5,6028,6234,5897,6861,6151,3586,3608,3%,29,2%,16,45,27,13,96,15%,0%,62,*,6.37,15,1%,14%,19,188,80,22,8%,2%,4.613810328,2.24344112,1.922632722,3.817049808,2.296959459,2.126603774,5.345067568,5.090067568,5.899604247,0%,1,10
S01010404,Dowanhill,Glasgow City,945,650,6549,94,19,10,5,5348.5,6416,6479,6048,6630,4023,1460,4%,40,2%,14,35,56,16,36,14%,6%,57,*,4.91,17,0%,15%,15,159,123,20,16%,3%,5.307223282,1.043244275,2.917073791,3.008796296,2.060957379,2.080655738,3.321463104,8.351832061,7.305184478,0%,0,0
S01010405,Dowanhill,Glasgow City,792,566,6297,91,19,10,5,5629,5320,6523,6920,4939,3747,2170,4%,29,4%,21,30,38,47,74,14%,3%,54,*,6.14,12,0%,35%,14,178,91,27,12%,3%,5.456970849,1.905253485,3.426286439,3.587277228,3.066910646,2.794807692,4.478833967,7.389670469,8.630684411,0%,1,2
S01010406,Dowanhill,Glasgow City,859,707,6192,89,18,9,5,5783,5890,6049,6116,5614,3788,222,3%,29,3%,20,40,37,27,73,15%,0%,63,*,*,31,0%,3%,15,175,222,63,27%,8%,5.661355422,1.835478916,3.149472892,3.154036145,2.542864458,2.559102564,5.455777108,6.410129518,7.012789157,0%,0,2
S01010407,Dowanhill,Glasgow City,914,788,6097,88,18,9,5,5233,6423,5780,6492,6210,2262,334,4%,41,2%,17,50,91,15,97,12%,0%,59,80%,6.6,21,0%,14%,27,297,223,51,25%,6%,5.732254738,1.827525084,3.250284281,2.369694656,1.985682832,2.6175,5.191741918,6.005866778,5.162408027,0%,0,2
S01010408,Kelvinside and Jordanhill,Glasgow City,550,358,2841,41,9,5,3,2813,1543,3120,6485,4388,3133,1407,12%,68,15%,52,110,53,25,96,19%,14%,98,94%,6.27,68,0%,25%,12,219,86,16,16%,3%,2.311142596,2.026037477,2.772079525,2.780082873,3.500324497,2.794341085,8.167180073,8.33154479,12.12915448,3%,2,2
S01010409,Kelvinside and Jordanhill,Glasgow City,652,387,6788,98,20,10,5,6611,5683,6283,6890,4491,5268,6280,2%,11,3%,12,40,6,0,71,14%,12%,68,*,6.55,52,1%,34%,6,92,19,7,3%,1%,2.851621813,2.821788244,2.44546034,2.509637306,3.255640935,2.700083799,10.18072946,7.68838881,11.62511331,0%,0,2
S01010410,Kelvinside and Jordanhill,Glasgow City,566,379,6789,98,20,10,5,6907,6262,6457,6729,4404,3206,3188,1%,5,2%,9,40,32,28,55,12%,5%,52,92%,6.55,24,3%,22%,12,213,45,24,8%,4%,2.318172269,3.585865546,2.99010084,3.008086957,3.829277311,1.885543478,9.279058824,7.144848739,12.03116807,0%,1,12
S01010411,Kelvinside and Jordanhill,Glasgow City,1137,666,6677,96,20,10,5,6430,6359,6778,6914,3962,2084,5310,2%,24,2%,14,35,7,0,47,10%,0%,52,97%,6.52,27,0%,29%,36,318,58,10,5%,1%,1.540966938,3.349094203,3.155235507,2.209706633,3.827699275,2.091996904,10.71834013,10.32837409,12.0468433,0%,0,4
S01010412,Kelvinside and Jordanhill,Glasgow City,900,657,5199,75,15,8,4,6070,4733,6072,6583,2656,564,1434,3%,25,5%,31,45,31,13,157,10%,6%,59,*,6,30,0%,19%,60,670,102,38,13%,5%,4.047085799,3.343843195,3.269618343,4.285144928,3.367659763,4.865490798,7.617988166,8.319840237,8.769100592,0%,0,4
S01010413,Kelvinside and Jordanhill,Glasgow City,804,446,6208,89,18,9,5,6225,5796,5391,6901,3217,2469.5,5429.5,2%,20,3%,13,55,43,63,60,13%,0%,73,*,6.22,29,0%,21%,22,275,31,11,4%,2%,1.832128852,4.785136555,2.838301821,3.374321429,4.014660364,5.801802326,7.587377451,5.807731092,8.523126751,0%,1,3
S01010414,Kelvinside and Jordanhill,Glasgow City,1104,667,5860,85,17,9,5,4554,5360,4974,6793,5491,4949,2519,6%,68,4%,24,60,62,27,74,13%,0%,84,96%,6.24,31,0%,23%,12,109,130,17,12%,2%,1.693703096,2.92391182,2.372640713,2.744942966,3.173515478,2.18740099,8.479469981,7.05863743,9.235719981,0%,1,3
S01010415,Broomhill,Glasgow City,1030,723,1110,16,4,2,1,1108,709,754,3301,6447,974,1010,23%,232,20%,140,180,231,154,129,27%,0%,135,82%,5.65,125,3%,12%,52,507,154,60,15%,6%,2.464928852,1.048498528,1.989109421,2.382994652,4.169455348,3.978576642,3.234808636,6.563336605,9.289445535,0%,7,8
S01010416,Broomhill,Glasgow City,744,476,6427,93,19,10,5,6046.5,6517,6006,6856,2744,3983.5,2704.5,3%,21,2%,9,50,21,0,59,13%,5%,66,*,6.14,26,2%,23%,12,162,80,10,12%,1%,2.192934942,3.701641082,3.940102339,2.766978417,4.696377924,4.568571429,9.544415205,9.351834795,10.77903143,0%,0,4
S01010417,Broomhill,Glasgow City,605,406,6903,99,20,10,5,6403,6723,6207,6650,5104,5124,4901,2%,13,2%,6,50,13,0,81,11%,7%,61,*,5.83,36,0%,15%,6,100,33,8,6%,1%,1.361978448,2.517099138,2.863788793,1.646272727,3.881142241,3.311467391,8.506038793,9.248982759,10.40384052,0%,0,7
S01010418,Broomhill,Glasgow City,1143,877,6402,92,19,10,5,5326,6001.5,6168,6391,5579,3370,3665,4%,49,3%,24,45,42,0,82,11%,6%,64,*,6.35,35,9%,13%,23,202,81,26,8%,2%,2.50291278,1.786588153,2.568614739,2.417465278,3.682653918,3.332196262,6.469710821,7.367495336,8.493283582,0%,1,5
S01010419,Broomhill,Glasgow City,982,690,6783,98,20,10,5,5988,6251,6146,6665,5053,6142,3509,3%,29,2%,16,40,57,40,54,13%,6%,62,*,5.65,16,1%,19%,5,51,72,33,7%,3%,2.612484894,2.662084592,2.834984894,2.002350993,3.511185801,3.014846626,7.819234642,7.924018127,8.846268882,0%,2,12
S01010420,Victoria Park,Glasgow City,707,413,6064,87,18,9,5,5341,5504,5390,6770,4207,3204,5442,4%,30,3%,14,65,39,23,60,12%,0%,69,93%,6.36,26,0%,22%,15,213,36,6,5%,1%,2.496227336,3.155003487,2.891844491,3.312619048,4.588650628,1.290801282,9.16025802,9.784651325,14.08633543,0%,0,2
S01010421,Victoria Park,Glasgow City,874,554,5703,82,17,9,5,5347,5163.5,5522,6812,3331,2048,5066,4%,37,4%,22,50,67,53,58,14%,3%,67,95%,6.46,28,1%,21%,28,322,43,16,5%,2%,2.683214286,2.960582115,2.96893982,3.279135021,4.805244657,2.266816239,10.21948256,10.79622891,13.11887795,0%,4,7
S01010422,Victoria Park,Glasgow City,1156,752,4290,62,13,7,4,3478,3404,3105,6284,6591,3274,2896,10%,112,8%,59,100,159,121,90,15%,2%,106,94%,6.06,50,4%,23%,24,209,100,36,9%,3%,1.669466912,1.480804228,1.65683364,2.837427007,4.197169118,1.879540636,3.91125,5.605955882,12.17341912,0%,1,8
S01010423,Whiteinch,Glasgow City,896,654,508,8,2,1,1,405,405,413,1584,5552,1289,348,30%,271,23%,148,210,180,353,154,27%,13%,138,77%,5.36,158,3%,3%,39,437,237,15,29%,2%,2.093176895,1.755544525,2.440827316,1.991391753,4.806140193,3.893063063,5.926347774,6.505165463,10.11777677,0%,3,5
S01010424,Whiteinch,Glasgow City,998,689,875,13,3,2,1,634,846,383,2752,6710,2044,577,27%,272,19%,128,205,214,163,119,29%,10%,166,82%,5.52,153,2%,8%,32,322,188,28,23%,3%,1.425566547,1.031372902,1.738585132,1.988535912,4.728015588,3.7585,3.540107914,4.91116307,9.583357314,0%,1,8
S01010425,Whiteinch,Glasgow City,1073,769,343,5,1,1,1,281.5,287,409,928,6944,554,331,32%,348,25%,188,225,264,237,104,27%,3%,135,74%,4.85,161,6%,3%,72,674,250,66,24%,6%,1.043989826,0.939246609,0.905532946,1.668514851,3.67810562,3.238217054,2.899675388,2.684437984,10.63176841,0%,1,9
S01010426,Whiteinch,Glasgow City,722,541,1406,21,5,3,2,1143,1034,1744,2142,6875,2321,504,22%,161,17%,93,150,164,161,128,20%,9%,107,81%,5.13,117,6%,4%,21,292,154,37,22%,5%,1.790836864,1.028838277,1.423608757,1.558688525,3.207620056,3.09961039,3.254774011,3.61259887,11.25699153,0%,0,9
S01010427,Scotstoun North and East,Glasgow City,1161,740,914,14,3,2,1,646,660,1285,1959,6787,2208,216,27%,315,20%,146,165,188,202,135,20%,5%,124,86%,5.19,180,7%,7%,35,303,320,48,30%,5%,3.65895774,1.46839981,1.523307217,3.159136364,1.100099715,3.972800926,5.218072175,6.406113485,3.277136752,0%,2,8
S01010428,Scotstoun North and East,Glasgow City,730,463,5417,78,16,8,4,4323,4863,4477,6151,5177,4165,5249,7%,50,4%,21,70,151,63,55,15%,5%,72,92%,5.73,47,0%,21%,11,151,35,11,5%,2%,3.219694293,2.220903533,2.37109375,2.534275862,2.624870924,2.871143791,7.980502717,8.090869565,11.16654891,0%,3,5
S01010429,Scotstoun North and East,Glasgow City,989,642,6179,89,18,9,5,5387.5,4835,5411,6642,6904,3675,5694,4%,41,5%,29,65,20,28,54,13%,1%,68,96%,6.24,41,2%,19%,18,183,51,0,5%,0%,2.100209611,1.061878834,1.260708078,1.67141844,2.418269427,3.194533898,3.181042945,3.652742843,10.14617076,0%,0,1
S01010430,Scotstoun North and East,Glasgow City,937,640,890,13,3,2,1,669,839,1043,1263,6673,1722,387,27%,253,19%,118,170,223,262,124,20%,0%,144,75%,5.19,183,6%,6%,34,365,221,29,26%,3%,3.018451405,1.607602459,1.274950234,2.828094406,1.709367681,4.273415301,4.858255269,3.888512881,7.402277518,0%,2,11
S01010431,Scotstoun North and East,Glasgow City,675,445,6758,97,20,10,5,6206,5732,6261,6924,6136,3500,5733,3%,17,3%,14,35,26,23,70,13%,7%,71,*,6.59,27,1%,27%,13,194,33,3,5%,0%,2.326435714,1.600867857,1.954667857,1.861626984,3.249460714,2.227708333,6.254557143,6.209932143,13.94682857,0%,0,4
S01010432,Scotstoun South and West,Glasgow City,902,662,1222,18,4,2,1,809,1099,1212,2633,6633,1101,528,25%,230,17%,111,190,145,215,88,20%,7%,118,74%,6,158,3%,10%,43,479,220,14,25%,2%,3.3240625,1.622369318,1.284548295,3.014458128,1.826866477,4.774831081,4.021502841,2.787647727,7.965414773,0%,2,13
S01010433,Scotstoun South and West,Glasgow City,631,441,224,4,1,1,1,101,222,422,861,6942,508,68,39%,247,26%,114,235,195,479,96,22%,8%,138,76%,5.84,272,7%,4%,44,701,315,40,39%,5%,3.559106476,0.701653176,1.535675592,3.343778802,1.147440847,4.407965368,2.272714819,5.519788294,3.570410959,0%,1,9
S01010434,Scotstoun South and West,Glasgow City,620,453,195,3,1,1,1,74,216,273,442,6903,2463,581,40%,249,26%,117,210,506,265,136,25%,5%,172,72%,4.36,207,6%,5%,17,275,151,10,24%,2%,2.514883628,1.404650883,0.742263242,2.396850829,2.093683788,4.028680556,3.781043339,2.340144462,8.781986356,0%,1,49
S01010435,Scotstoun South and West,Glasgow City,645,418,1707,25,5,3,2,1314,2342,912,2283,6738,672,2766,21%,135,11%,47,175,110,73,103,26%,7%,157,78%,5.38,146,4%,8%,39,608,74,8,12%,1%,4.102097792,0.960189274,1.491545741,3.0075,1.805713722,5.407105263,3.368856467,3.443481861,7.643288644,0%,1,11
S01010436,Scotstoun South and West,Glasgow City,799,601,365,6,2,1,1,381,284,472,776,6724,468,292,31%,245,25%,148,220,198,264,121,26%,9%,127,70%,5.1,167,9%,3%,58,729,237,11,30%,1%,1.775224936,0.809113111,1.104669023,1.95908284,2.902406812,3.508081081,2.426073265,2.776401028,9.541208226,0%,1,18
S01010437,Yoker South,Glasgow City,570,384,1751,26,6,3,2,1295.5,1681,1623,2985,5052,2567.5,306,21%,120,14%,53,145,158,340,140,18%,10%,120,90%,5.65,156,5%,5%,15,264,161,14,29%,3%,4.521355476,1.3980386,2.097778276,2.990252525,2.818141831,6.459278351,5.562405745,7.189456912,11.99108618,0%,0,9
S01010438,Yoker South,Glasgow City,873,586,968,14,3,2,1,703,818,1333,1715,5116,1858,365,27%,232,19%,109,180,158,95,134,21%,10%,103,76%,4.98,161,3%,9%,30,345,238,18,28%,2%,3.301648126,1.721173888,2.044815574,2.446783333,3.507318501,6.746746725,4.485421546,6.863987119,11.68847775,0%,0,14
S01010439,Yoker South,Glasgow City,980,736,1160,17,4,2,1,744,1074,1741,1846,4955,1623,657,26%,256,17%,124,165,143,46,116,20%,2%,111,73%,5.31,148,5%,9%,37,379,227,14,23%,1%,3.127867647,1.564160751,2.821313387,2.718554217,3.802162779,7.032275641,3.167553245,5.875005071,10.7588286,0%,0,17
S01010440,Yoker South,Glasgow City,626,425,453,7,2,1,1,289,305,463,2594,4984,787,893,32%,202,24%,103,210,218,139,111,31%,8%,130,77%,5.67,178,2%,14%,35,562,124,21,19%,3%,2.078511538,1.513384615,2.781315385,1.915857143,4.708626923,7.132055556,4.919188462,7.989723077,13.5899,0%,2,16
S01010441,Yoker South,Glasgow City,965,785,3687,53,11,6,3,3366,3629,3515,3158,5712,2328,1071,10%,98,7%,57,85,75,115,107,19%,4%,86,82%,5.42,87,4%,8%,28,292,147,16,19%,2%,1.544862708,0.972104087,3.578955939,2.744383562,5.185763091,8.010159236,2.278301405,6.465312899,11.15108557,0%,1,5
S01010442,Yoker South,Glasgow City,768,589,1019,15,3,2,1,763,1061,1738,800,5733,2002,337,26%,199,17%,100,155,79,174,128,19%,11%,118,59%,5.22,148,5%,6%,25,327,209,17,28%,2%,3.787091768,1.966916329,1.852759784,3.234114286,2.304568151,5.848504274,3.526032389,3.447078273,8.377068151,0%,1,22
S01010443,Yoker North,Glasgow City,559,370,2928,42,9,5,3,2704.5,3831,2415,1590,5123,4635,548,13%,72,7%,25,125,88,80,91,22%,4%,110,72%,5.3,169,4%,7%,7,126,132,13,24%,2%,2.4303,2.127659091,1.996472727,2.428779528,3.188386364,5.792016807,7.509872727,7.161836364,8.067972727,0%,0,7
S01010444,Yoker North,Glasgow City,660,402,1383,20,4,2,1,1383,1538,732,1321,6609,2343,968,20%,135,15%,59,200,167,24,120,24%,0%,158,69%,5.43,185,4%,7%,19,289,141,7,21%,1%,2.351715328,1.232832117,1.17449635,1.626532258,3.110934307,5.636079137,5.354693431,4.569773723,8.841463504,0%,0,16
S01010445,Yoker North,Glasgow City,939,471,1150,17,4,2,1,1060,1021,879,1252,5728,3684,1032,23%,216,17%,81,150,206,78,178,32%,5%,135,77%,4.88,194,3%,7%,17,182,160,4,21%,1%,2.106340125,1.526875653,1.946034483,0.982214286,4.233808777,6.168205128,6.78015674,7.552095089,12.23703239,0%,0,10
S01010446,Yoker North,Glasgow City,825,562,3189,46,10,5,3,2663,3352,2297,3420,4805,4248,1927,13%,108,8%,45,120,58,201,144,22%,0%,109,83%,5.54,132,0%,9%,12,146,120,13,14%,2%,2.147852029,1.997428401,2.077494033,1.759125874,3.838908115,6.205218978,8.528520286,7.99321599,10.95750298,0%,0,11
S01010447,Knightswood West,Glasgow City,1029,710,512,8,2,1,1,335,290,514,2362,6121,2478,483,31%,321,25%,172,215,320,188,96,28%,2%,123,75%,5.7,174,5%,16%,28,273,261,20,25%,2%,3.367599708,1.087293288,1.292254377,1.889826733,4.100316148,5.917688172,5.033925097,5.366712062,13.7010822,0%,5,12
S01010448,Knightswood West,Glasgow City,855,597,2547,37,8,4,2,2232,2603,2290,2288,5566,2934,2571.5,15%,129,10%,61,145,92,18,93,21%,9%,104,80%,5.33,128,3%,4%,20,235,106,11,12%,1%,3.294557625,1.480535506,1.231653085,1.5946875,3.974522701,5.998081761,5.760157159,4.24919674,10.24979045,3%,0,9
S01010449,Knightswood West,Glasgow City,736,448,1541,23,5,3,2,1447,1487,1182,1640,5669,3142,947,20%,147,15%,66,180,72,67,127,26%,9%,113,78%,5.23,183,6%,8%,16,218,147,23,19%,3%,3.219762516,2.009611682,1.451283697,1.765084746,3.884229782,6.15688172,4.69542362,4.589146341,12.61329268,0%,0,9
S01010450,Knightswood East,Glasgow City,777,485,1359,20,4,2,1,1341,1249,1342,1262,4247,3492,773,21%,161,16%,77,165,121,220,122,25%,3%,105,83%,4.5,153,11%,6%,15,194,156,27,20%,3%,4.157228608,1.921309068,1.973077905,2.624014085,4.679734994,5.314479167,7.140839719,5.201455939,13.78298851,0%,1,8
S01010451,Knightswood East,Glasgow City,851,565,361,6,2,1,1,281.5,123,538,3243,5101,587,1223,32%,276,29%,161,190,176,335,141,30%,15%,129,80%,6.33,151,14%,13%,55,649,158,6,19%,1%,4.277459491,2.32333044,2.305914352,2.419044118,2.72228588,4.538425926,6.88645544,5.372112269,8.677335069,0%,2,7
S01010452,Knightswood East,Glasgow City,777,459,2061,30,6,3,2,1990,1612,1829,2298,6107,2954,1328,16%,128,14%,65,165,69,108,100,24%,0%,95,82%,5.46,153,1%,4%,18,233,148,8,18%,1%,4.570605781,1.265821033,1.966429889,2.064166667,2.727718327,5.681306306,4.568530135,4.925854859,10.28785978,0%,0,7
S01010453,Knightswood East,Glasgow City,761,571,491,8,2,1,1,343,296,887,1537,5771,866,703,31%,237,24%,138,170,337,214,191,20%,0%,138,75%,5.13,157,3%,5%,41,541,143,17,22%,3%,4.934234234,1.455221471,1.993547297,2.839890511,2.158975225,5.289479167,4.000397898,4.181768018,8.866167417,0%,2,6
S01010454,Knightswood East,Glasgow City,784,471,2102,31,7,4,2,1735,1501,2451,2789,6325,3148,1578,18%,141,15%,69,130,90,85,63,24%,4%,100,82%,5.63,156,2%,8%,17,218,119,19,15%,2%,3.75056698,1.712388367,1.105481786,1.570962733,3.229970623,5.30814554,5.916175088,3.560884254,10.13642773,0%,0,9
S01010455,Knightswood Park West,Glasgow City,886,593,50,1,1,1,1,62,18,23,940,3161,684,908,41%,361,36%,208,290,405,378,167,35%,8%,163,74%,5.31,201,2%,2%,53,601,152,57,16%,6%,3.169893843,3.155644904,2.939485138,2.693839779,3.939357749,5.384695122,8.284604565,10.70856953,9.732085987,0%,3,12
S01010456,Knightswood Park West,Glasgow City,538,329,2193,32,7,4,2,1841,2677,880,3993,3457,4206,1088,17%,93,10%,33,160,144,314,132,26%,0%,149,90%,5.88,122,3%,7%,8,149,105,12,19%,2%,3.783783186,2.512858407,2.654287611,2.398644068,4.794853982,4.532636364,8.124026549,8.567681416,12.73033186,0%,0,6
S01010457,Knightswood Park West,Glasgow City,547,374,2435,35,7,4,2,2888,2331,2462,3385,5003,298,610,12%,66,11%,42,140,106,74,130,19%,0%,89,*,5.83,151,2%,4%,47,863,145,18,23%,3%,3.051140966,2.204567757,2.320911215,1.985853659,4.13875,3.799278351,6.544855919,6.784267913,12.1018419,0%,1,8
S01010458,Knightswood Park West,Glasgow City,757,484,828,12,3,2,1,765,595,992,1315,4912,1963,1109,26%,196,20%,97,175,260,117,88,26%,23%,120,76%,5.13,158,8%,5%,25,332,145,14,19%,2%,4.561387808,1.947344358,2.42459144,2.542411765,3.136248379,4.852531646,5.840538262,5.455298314,10.9770428,0%,1,9
S01010459,Knightswood Park West,Glasgow City,553,373,1912,28,6,3,2,1433,2101,1493,1672,5319,5680,1560,20%,111,12%,45,175,100,55,95,27%,13%,87,76%,5,135,6%,6%,4,73,85,10,16%,2%,4.125969388,1.896887755,1.771808905,2.252616279,3.333784787,4.810983607,6.335742115,5.1882282,10.71779221,0%,0,6
S01010460,Knightswood Park East,Glasgow City,811,545,5972,86,18,9,5,4458,5752,5888,5292,5130,5379,5591,6%,52,3%,17,60,20,0,63,12%,0%,61,*,5.88,78,2%,10%,7,87,35,6,5%,1%,2.619804318,2.207412281,2.578272605,2.097696629,3.6542139,2.551162791,8.782665317,7.414392713,10.82686572,0%,0,0
S01010461,Knightswood Park East,Glasgow City,639,367,600,9,2,1,1,688,299,795,1468,5248,775,925,27%,171,24%,89,185,196,331,116,25%,2%,129,78%,4.91,153,6%,6%,36,566,155,6,21%,1%,2.577165301,1.921485656,2.158500683,2.070357143,4.055782104,3.305495495,6.799778005,7.588428962,13.18642418,0%,1,8
S01010462,Knightswood Park East,Glasgow City,971,704,131,2,1,1,1,40,147,608,321,4620,900,87,42%,412,28%,195,210,383,410,75,17%,8%,152,69%,4.86,249,10%,7%,51,528,347,36,39%,4%,3.235364294,2.560675751,2.694677419,2.152734848,3.696902113,4.026319188,6.83621802,6.555920467,11.64965517,0%,3,18
S01010463,Knightswood Park East,Glasgow City,798,517,3300,48,10,5,3,2723,3046,2580,4388,5201,4173,1019,13%,102,9%,46,130,78,58,92,19%,0%,109,86%,5.67,102,1%,16%,12,151,160,9,20%,1%,3.397154523,2.691011307,2.566542085,1.71969697,3.147355528,3.48214876,7.706152638,5.948734296,10.00581658,0%,0,3
S01010464,Knightswood Park East,Glasgow City,494,339,2595,38,8,4,2,2073,2948,2121,2816,4650,3051,1886,16%,79,9%,31,145,169,56,80,22%,0%,104,91%,4.67,124,3%,7%,11,224,75,9,14%,2%,2.915038168,2.330362595,2.598387405,1.540769231,3.532729008,3.369215686,9.64605916,8.535419847,12.08591603,0%,0,9
S01010465,Anniesland East,Glasgow City,957,691,5443,79,16,8,4,5527,5551,4760,5697,1687,5231,2786,4%,37,3%,23,65,65,27,55,15%,2%,85,88%,6.25,54,1%,12%,9,94,106,16,11%,2%,3.743057022,4.362597677,2.57844509,3.513624339,4.881338437,4.331528926,13.6364018,9.240509504,11.81906019,2%,2,23
