Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,public_recycling_points,litter
S01010308,Firhill,Glasgow City,1006,833,4763,69,14,7,4,3969,4486,4568,4295,6431,2758,1098,8%,79,5%,44,70,54,66,96,14%,4%,73,81%,5.69,44,2%,6%,25,250,160,38,17%,4%,3.338292308,1.296123077,2.398664103,3.149263566,2.17614359,2.820955414,4.417446154,8.254010256,6.906989744,0%,2,15
S01010309,Keppochhill,Glasgow City,318,190,1006,15,3,2,1,1175,1333,1248,305,4749,2385,157,22%,70,16%,29,170,305,397,64,20%,0%,125,66%,*,266,14%,5%,9,284,113,46,27%,11%,2.995590692,1.738418854,2.589236277,3.443510638,2.612965394,5.865416667,7.854081146,8.26398568,8.50721957,0%,0,23
S01010310,Keppochhill,Glasgow City,713,516,472,7,2,1,1,464,428,425,818,6010,1100,151,29%,210,23%,116,210,288,225,173,17%,9%,186,77%,5.13,250,9%,10%,34,479,264,6,37%,1%,2.459592776,1.256334986,2.060485127,2.736404494,2.112145892,5.40920398,4.221012748,5.77378187,6.020481586,2%,0,8
S01010311,Keppochhill,Glasgow City,812,572,167,3,1,1,1,183,349,150,117,6379,154,369,35%,288,24%,136,245,289,230,156,27%,7%,174,65%,4.96,270,11%,5%,90,1114,201,12,28%,2%,2.356997226,1.022153259,1.551539528,2.777734375,1.541595007,6.535037879,3.6029681,3.646768377,3.889320388,2%,0,22
S01010312,Keppochhill,Glasgow City,814,535,33,1,1,1,1,13,20,8,788,4028,706,294,46%,378,35%,186,305,364,537,194,34%,5%,210,77%,5.37,262,5%,6%,48,592,241,31,28%,4%,2.111895161,2.523148041,2.608021313,4.053033473,2.530578917,7.178407821,9.042609447,8.683427419,8.927609447,0%,3,41
S01010313,Keppochhill,Glasgow City,566,394,118,2,1,1,1,63,116,79,695,5569,1656,354,41%,230,29%,113,255,644,301,181,25%,8%,185,81%,5.39,255,10%,3%,21,373,155,37,24%,6%,2.600466361,1.618990826,2.566051223,3.660193237,2.502113914,6.614572864,5.118509174,5.405986239,5.647912844,0%,3,19
S01010314,Keppochhill,Glasgow City,1682,1302,803,12,3,2,1,860,1117,610,569,4799,1020,430,25%,420,17%,218,200,322,194,106,22%,7%,149,72%,4.81,170,16%,3%,83,496,247,23,26%,2%,1.989901843,2.467381811,3.081013622,2.546828194,3.287411859,5.481939394,6.116915064,7.721684696,8.426458333,0%,0,4
S01010315,Ruchill,Glasgow City,879,623,1805,26,6,3,2,1098,2425,2176,1480,4925,3491,607,23%,199,11%,68,145,35,61,138,21%,6%,107,78%,4.91,157,7%,6%,17,194,228,4,25%,0%,2.333153128,3.453158617,1.612859495,3.723641732,2.061056531,4.683487179,10.40285401,6.623869374,7.154577387,0%,1,18
S01010316,Ruchill,Glasgow City,680,496,182,3,1,1,1,136,212,203,447,3805,708,609,37%,252,26%,129,265,193,163,97,24%,8%,168,66%,5,179,10%,3%,40,591,129,1,25%,0%,2.300927734,3.33090332,2.420605469,3.372657143,2.855810547,5.306722689,9.406499023,9.149833984,9.495849609,0%,0,12
S01010317,Ruchill,Glasgow City,962,803,3133,45,9,5,3,2837,3598,2373,3386,6198,999,1283,12%,118,7%,59,120,178,185,100,18%,11%,109,81%,5.22,30,9%,3%,48,501,128,13,18%,2%,2.562462069,1.831996552,1.808858621,2.053846154,3.404262069,4.019620253,5.439837931,5.155562069,6.547265517,0%,3,6
S01010318,Ruchill,Glasgow City,1500,1291,2174,32,7,4,2,2254,3218,2317,1093,3290,2283,131,15%,224,8%,110,145,141,88,148,16%,8%,93,76%,4.89,171,8%,5%,44,295,195,2,39%,0%,2.030817065,3.486846662,2.773310768,2.783286385,3.213792506,5.81995935,9.982183564,10.88003778,11.18361146,0%,2,12
S01010319,Ruchill,Glasgow City,815,669,2501,36,8,4,2,2805,3065,3161,1344,4806,772,1094,12%,101,9%,59,110,143,91,68,15%,7%,101,72%,*,110,9%,9%,46,567,131,16,18%,2%,2.550587201,3.351701828,2.05411744,3.765,2.501090014,4.668955224,9.251364276,5.174047117,5.698558368,0%,3,3
S01010320,Ruchill,Glasgow City,759,623,1177,17,4,2,1,1370,1248,1699,653,6252,525,199,21%,156,16%,100,175,239,40,95,19%,4%,100,72%,4.2,125,13%,4%,52,688,224,15,33%,2%,2.570262963,3.0237,1.379874074,3.976277174,1.8287,3.116106195,8.366655556,3.961107407,4.502444444,0%,3,7
S01010321,Ruchill,Glasgow City,879,610,1356,20,4,2,1,1298,1908,659,3144,5818,120,154,21%,185,13%,78,160,268,123,253,32%,9%,126,*,5.62,119,10%,5%,108,1223,218,47,31%,7%,3.227016129,2.776974313,1.466418757,4.114183673,1.967144564,3.716810345,8.384844683,4.781143967,5.303584229,0%,4,14
S01010322,Ruchill,Glasgow City,1082,849,5869,85,17,9,5,5561,5502.5,5382,6567,4954,2515,665,4%,41,3%,29,55,104,21,80,14%,0%,64,*,6.33,30,0%,9%,29,269,208,46,20%,4%,3.380192121,2.478742704,2.11947714,3.571597938,2.923922665,2.478409091,7.235933852,6.515814689,8.087913424,1%,2,3
S01010323,Possil Park,Glasgow City,644,402,12,1,1,1,1,1,6,1,328,6573,291,241,59%,378,43%,169,370,832,1308,377,47%,6%,399,71%,5.63,297,4%,2%,56,874,191,13,32%,2%,1.969597844,0.845742123,1.809639303,2.837575251,1.784087894,5.459274809,3.039253731,6.61541874,6.858743781,0%,2,14
S01010324,Possil Park,Glasgow City,858,546,448,7,2,1,1,460,627,198,773,4037,825,600,29%,253,20%,109,220,327,94,193,30%,3%,176,75%,5.62,231,2%,1%,47,550,153,41,20%,5%,2.201564559,2.861037549,2.908204875,2.228333333,3.983745059,6.199017857,8.390744401,6.886732543,8.846119895,0%,2,23
S01010325,Possil Park,Glasgow City,923,542,428,7,2,1,1,395,497,251,580,4140,3151,1280,30%,281,22%,116,230,125,168,135,34%,7%,148,67%,5.25,224,4%,5%,20,218,177,6,19%,1%,1.894499468,2.727358892,3.064249201,3.07902027,3.803943024,5.868526786,7.467558573,7.001632055,7.745308839,0%,1,16
S01010326,Possil Park,Glasgow City,1009,720,14,1,1,1,1,21,54,33,47,5723,134,395,45%,455,32%,230,270,478,697,224,27%,10%,198,66%,4.52,278,10%,3%,120,1185,285,2,29%,0%,1.712864742,2.468877913,2.250942249,3.303395954,2.290483789,6.14503012,5.755202634,5.757829281,5.947583587,0%,0,17
S01010327,Possil Park,Glasgow City,906,632,790,12,3,2,1,1030,1140,165,1273,2262,1512,1130,23%,211,17%,104,210,266,132,454,25%,12%,213,76%,5.53,230,4%,7%,36,399,166,11,19%,1%,2.638419043,3.844080957,2.963385947,3.480643939,3.387415988,5.892029412,10.52869145,11.41436864,11.55358961,1%,1,4
S01010328,Possil Park,Glasgow City,1090,727,1867,27,6,3,2,1951,2499,1167,1882,3827,738,1026,17%,182,11%,77,160,190,145,104,24%,3%,139,81%,5.36,172,6%,6%,63,581,178,27,18%,3%,2.142752838,2.9550129,3.283155315,3.675772059,3.727990196,5.923867188,6.104174407,6.684721362,6.928302374,0%,1,6
S01010329,Possil Park,Glasgow City,592,365,1717,25,5,3,2,1799,1718,2097,1187,2690,3351,1403,18%,104,14%,49,130,85,107,127,22%,11%,108,85%,5.23,206,6%,2%,12,204,103,4,18%,1%,3.221042757,4.419463351,2.580257417,4.463950617,3.027993019,5.778580247,11.43648342,7.135061082,7.668123909,0%,0,8
S01010330,Milton West,Glasgow City,671,422,70,2,1,1,1,114,138,82,39,3956,1027,564,38%,257,28%,117,280,125,393,120,29%,7%,179,60%,5.13,267,10%,1%,33,494,169,4,25%,1%,2.9160181,1.657990196,2.244226998,2.09379397,6.3710181,7.607235294,6.520558069,8.487560332,12.33362745,0%,0,39
S01010331,Milton West,Glasgow City,880,526,183,3,1,1,1,215,129,181,298,4674,1441,1216,34%,303,28%,148,240,247,258,127,31%,6%,156,70%,4.48,228,10%,7%,36,411,164,19,18%,2%,1.208640303,3.472188516,2.016440953,2.517762557,4.500628386,6.792569444,8.037253521,4.286738895,8.076435536,0%,0,35
S01010332,Milton West,Glasgow City,694,437,68,1,1,1,1,81,233,63,152,1642,199,1042,40%,277,26%,111,275,114,463,147,27%,10%,204,70%,4.79,254,7%,2%,70,1013,136,13,19%,2%,3.210227273,4.131881119,2.82513986,3.042678571,6.063632867,7.414149485,11.1931993,6.262583916,12.56466434,0%,0,33
S01010333,Milton West,Glasgow City,1023,675,323,5,1,1,1,309,340,195,1446,2206,648,935,32%,325,24%,161,235,197,260,108,30%,9%,172,74%,5.34,204,2%,8%,63,619,161,50,17%,5%,2.165899168,5.033718815,1.676156445,4.054859438,5.828970894,7.832514124,10.79425156,5.505122141,10.54502079,0%,2,11
S01010334,Milton West,Glasgow City,1082,702,1450,21,5,3,2,1281,1646,1341,1782,2513,2436,1623,21%,229,14%,98,155,138,241,107,21%,0%,142,78%,5.35,203,1%,9%,30,279,152,8,16%,1%,2.73461165,3.460911543,1.738805286,2.866070336,6.289282632,7.675333333,9.610496224,5.241736785,12.71496764,0%,1,13
S01010335,Milton East,Glasgow City,799,473,430,7,2,1,1,526,612,153,816,1659,1905,995,29%,228,20%,96,230,223,170,167,31%,0%,186,70%,5.7,237,6%,5%,27,340,153,17,19%,2%,3.564873646,3.265592659,3.075535499,3.002234043,6.134422383,7.260668449,10.33295728,7.950505415,12.0489651,1%,1,13
S01010336,Milton East,Glasgow City,606,430,48,1,1,1,1,119,50,68,66,5034,892,630,38%,231,32%,138,250,536,535,140,28%,21%,184,63%,5.27,284,8%,2%,32,531,145,20,22%,3%,3.910749619,1.581137747,0.894741248,2.694133333,6.769718417,6.758671329,6.413523592,3.141149163,14.36403349,0%,3,10
S01010337,Milton East,Glasgow City,550,343,272,4,1,1,1,269,351,130,431,4904,1989,1046,33%,180,24%,80,240,202,176,123,35%,16%,173,63%,5.45,229,7%,5%,18,329,116,15,19%,2%,3.600774478,1.205008026,1.507760835,2.153701923,6.953703852,7.444646018,4.923330658,5.534863563,14.84000803,0%,0,20
S01010338,Milton East,Glasgow City,547,349,122,2,1,1,1,225,214,81,16,4981,1187,467,34%,187,26%,91,275,157,193,225,29%,6%,171,55%,4.75,283,7%,3%,25,459,196,12,26%,2%,3.963258988,1.035709055,1.436468043,3.254685315,6.943202397,6.975985915,3.631864181,5.097197071,14.89017643,0%,0,25
S01010339,Milton East,Glasgow City,537,336,1314,19,4,2,1,1105,1127,1053,1606,5653,4202,1245,23%,121,17%,56,180,109,255,97,26%,8%,118,75%,5.45,209,1%,7%,8,150,122,14,18%,2%,3.433731936,1.239346098,0.916893064,2.990807692,6.204649566,6.065194175,4.986390896,3.682933526,13.80748555,0%,0,33
S01010340,Summerston Central and West,Glasgow City,768,494,728,11,3,2,1,473,819,988,1973,1383,2472,556,29%,225,19%,92,195,89,102,86,25%,0%,132,80%,5.56,203,6%,11%,21,275,183,14,24%,2%,5.173819814,5.319115691,3.664551197,3.121828358,5.764291888,6.059794118,14.43086436,5.738553856,10.68411569,0%,2,3
S01010341,Summerston Central and West,Glasgow City,601,387,2903,42,9,5,3,2486,2701,2504,3815,4002,3900,1457,14%,83,10%,38,140,59,27,66,22%,6%,105,90%,5.68,147,3%,13%,10,167,82,26,14%,4%,5.546040609,5.931632826,2.319238579,1.200255682,2.911142132,2.367941176,17.28173435,6.151548223,8.435812183,0%,0,7
S01010342,Summerston Central and West,Glasgow City,636,472,4152,60,12,6,3,4287,4040,3762,4150,2853,4923,263,7%,44,6%,29,100,32,21,79,17%,0%,93,87%,5.71,127,0%,10%,7,111,143,65,23%,10%,5.957598736,5.760122433,2.147914692,2.124642857,2.739992101,2.979193548,20.04623618,8.029889415,9.243874408,0%,0,8
S01010343,Summerston Central and West,Glasgow City,848,643,4658,67,14,7,4,5339,4559,3859,4176,2079,4781,830,4%,36,5%,33,85,86,49,63,16%,0%,98,92%,5.38,110,2%,11%,10,118,150,64,16%,7%,6.441831023,6.555287846,2.941577825,1.30616129,3.5358129,3.264452555,21.90892324,10.28883529,12.59730544,0%,0,5
S01010344,Summerston Central and West,Glasgow City,690,497,37,1,1,1,1,58,46,116,123,2029,1628,739,41%,284,33%,162,270,294,263,136,27%,3%,166,64%,5.08,226,9%,1%,26,379,157,7,23%,1%,4.464163043,2.543913043,2.328275362,1.642169118,7.919768116,8.387209302,10.78067391,8.730724638,19.20019565,0%,3,9
S01010345,Summerston Central and West,Glasgow City,894,644,5150,74,15,8,4,5185,5494,5832,5749,796,4057,5746,5%,41,3%,22,50,66,0,52,10%,3%,82,95%,5.51,63,1%,16%,14,157,19,6,4%,1%,5.503931493,6.904759714,3.469780164,4.256717172,4.398859918,4.903973214,21.2207771,11.87058282,15.13062372,10%,0,8
S01010346,Summerston North,Glasgow City,922,608,4069,59,12,6,3,3704,3833,3252,3964,4379,3300,3267,9%,81,7%,41,85,92,34,97,19%,6%,114,84%,5.65,102,3%,15%,19,207,85,26,9%,3%,3.680764621,4.861560403,1.549551774,2.223798701,3.432111697,2.5885,12.77946069,5.268571429,9.421658677,0%,1,3
S01010347,Summerston North,Glasgow City,909,585,486,7,2,1,1,550,593,421,704,1340,2058,637,28%,257,20%,119,210,336,127,107,26%,18%,151,69%,5.33,184,5%,2%,29,321,188,42,20%,5%,2.964715556,4.527075556,3.843655556,4.412845528,5.408057778,4.631603774,13.24807778,10.00293333,12.40979778,0%,4,5
S01010348,Summerston North,Glasgow City,998,619,1862,27,6,3,2,1960,1762,1047,2077,3629,4542,1647.5,17%,166,14%,83,155,196,154,109,25%,3%,152,78%,5.59,175,2%,5%,13,131,122,46,12%,5%,5.291864796,6.261397959,2.490658163,1.427330508,3.462655612,2.2075,16.17284184,5.92694898,9.433260204,0%,0,4
S01010349,Summerston North,Glasgow City,834,509,1324,19,4,2,1,1094,1503,986,1745,4768,2015,512,23%,189,15%,75,180,115,37,116,26%,6%,140,79%,5.34,180,5%,7%,27,325,184,53,21%,6%,4.751019253,5.254665912,1.468091733,1.998691099,3.171132503,2.268322581,13.85866365,3.771347678,8.713482446,0%,0,7
S01010350,Maryhill East,Glasgow City,931,581,506,8,2,1,1,350,637,508,1175,1692,2627,592,31%,289,20%,116,205,283,209,98,23%,6%,160,79%,5.26,210,5%,5%,24,259,216,28,23%,3%,3.703613158,5.721105263,2.547363158,3.503551237,6.302178947,6.90142132,11.37336316,3.786731579,10.60698421,0%,0,4
S01010351,Maryhill East,Glasgow City,946,662,1810,26,6,3,2,1548,2155,2656,1682,1727,2556,944,19%,182,12%,79,140,70,59,107,18%,2%,90,72%,5.05,162,4%,13%,25,266,182,10,21%,1%,5.241329727,4.094023349,2.744783599,3.417053571,4.629031891,5.461706587,15.20902335,6.579476082,11.02562642,0%,0,15
S01010352,Maryhill East,Glasgow City,495,334,421,7,2,1,1,391,400,657,582,3109,2019,389,31%,151,23%,76,190,124,230,110,28%,6%,142,57%,5.56,227,2%,10%,16,325,137,11,27%,2%,5.421660079,3.501284585,2.057144269,2.959421053,3.684461462,4.527894737,15.71298913,4.913685771,8.359219368,0%,0,12
S01010353,Maryhill East,Glasgow City,1060,725,77,2,1,1,1,102,58,162,323,3947,388,473,39%,414,32%,229,240,497,322,172,25%,9%,158,74%,4.92,240,10%,3%,83,787,235,30,24%,3%,4.859105099,3.953368887,1.538870968,2.437482517,3.2441077,3.864942529,14.56832986,4.139099896,7.673064516,0%,9,31
S01010354,Maryhill West,Glasgow City,786,529,781,12,3,2,1,652,919.5,381,1560,4095,2068,440,27%,213,18%,95,210,506,407,90,24%,4%,157,75%,5.62,191,5%,6%,25,320,176,30,24%,4%,5.092622783,3.130324011,1.666306276,2.383758389,3.354297408,3.925619469,13.25775921,5.40159618,8.696575716,0%,0,3
S01010355,Maryhill West,Glasgow City,861,612,461,7,2,1,1,552,509,222,1003,3093,910,371,28%,243,22%,131,215,266,494,190,26%,8%,171,74%,5.28,200,7%,5%,45,525,175,46,24%,6%,4.834609164,3.278177224,2.149868598,2.414291498,3.721098383,4.541321429,12.19036051,7.306054582,9.248985849,0%,5,8
S01010356,Maryhill West,Glasgow City,816,599,1659,24,5,3,2,1405,1676,2497,2815,2181,865,839,20%,166,14%,83,130,84,152,94,18%,3%,110,75%,5.64,134,1%,11%,44,542,137,18,20%,3%,5.2428739,3.495835777,2.396118035,3.214947917,3.962360704,4.795328947,14.13194648,7.394501466,9.790722141,2%,0,5
S01010357,Maryhill West,Glasgow City,564,407,204,3,1,1,1,273,63,149,1327,3496,1449,596,33%,184,31%,128,220,585,548,132,27%,9%,180,78%,5.3,206,2%,4%,23,410,121,29,21%,5%,4.591816239,3.955982906,1.776534188,2.205754717,3.482487179,4.015,14.52378205,6.190816239,9.543623932,0%,6,8
S01010358,Wyndford,Glasgow City,865,592,128,2,1,1,1,157,76,218,636,5089,236,34,36%,314,31%,179,245,292,211,158,28%,0%,144,78%,4.5,210,8%,6%,82,952,237,181,28%,21%,4.502707838,1.999916865,1.995718527,4.858195266,2.783984561,3.755957447,6.804578385,4.966312352,6.228123515,0%,3,8
S01010359,Wyndford,Glasgow City,813,523,135,2,1,1,1,84,152,404,311,6109,218,168,40%,324,28%,144,235,175,225,130,25%,6%,135,69%,4.89,216,10%,3%,80,989,196,110,24%,13%,4.114721201,1.42651348,1.665248162,4.668650442,2.326614583,3.828516484,5.495140931,5.033014706,5.967840074,0%,5,4
S01010360,Wyndford,Glasgow City,909,594,501,8,2,1,1,332,756,486,724,6088,646,254,31%,284,19%,114,205,258,304,165,23%,8%,143,77%,4.49,182,8%,5%,56,619,144,46,25%,8%,4.690379189,0.719484127,1.615696649,5.084762611,2.849541446,3.51753886,2.810723104,6.643549383,8.155820106,2%,2,7
S01010361,Wyndford,Glasgow City,760,552,103,2,1,1,1,185,32,297,506,3836,216,88,35%,269,34%,185,225,336,503,134,24%,6%,146,72%,5.13,202,13%,3%,75,992,178,82,29%,13%,5.175482815,1.508833879,2.07099018,5.274494163,3.386837152,4.045543478,6.307086743,6.684206219,8.699623568,26%,5,7
S01010362,Wyndford,Glasgow City,831,645,21,1,1,1,1,27,2,87,338,5122,71,92,45%,372,44%,283,255,433,448,113,32%,3%,162,68%,5,204,9%,2%,129,1548,250,77,32%,10%,4.774090038,1.790015964,1.79304917,4.927888889,3.05695083,3.722087379,6.804195402,4.941998723,6.860083014,0%,4,10
S01010363,Kelvindale,Glasgow City,766,554,4289,62,13,7,4,3614,3550,4307,5854,3253,4534,1646,9%,70,8%,41,75,71,65,84,16%,4%,75,92%,6,51,2%,12%,10,131,101,29,13%,4%,3.370728892,3.571988786,1.950725594,4.017337662,4.872021768,4.209846154,8.592130607,5.129848285,10.05702507,0%,1,6
S01010364,Kelvindale,Glasgow City,924,567,6163,89,18,9,5,5727.5,5842,5787,6763,2647,4147.5,4747,3%,32,3%,17,55,31,0,68,12%,7%,66,*,6.22,48,0%,22%,14,152,58,10,6%,1%,4.572800546,3.552300546,1.931849727,4.987802691,5.410240437,3.635283019,9.370956284,5.857142077,10.94713934,0%,0,5
S01010365,Kelvindale,Glasgow City,1011,662,6466,93,19,10,5,5837,6388,5631,6806,3698,4031,3784,3%,33,2%,14,45,35,0,81,14%,3%,85,*,6.17,34,0%,26%,16,159,75,20,8%,2%,4.041816387,3.201258638,1.63219151,5.47186722,4.759064659,3.160688623,7.362265548,6.046372162,8.963538993,0%,0,4
S01010366,Kelvindale,Glasgow City,1065,775,6173,89,18,9,5,5679,5571,5102,5841,4770,6224,1918,4%,38,3%,26,50,56,57,60,16%,8%,83,90%,6,37,3%,12%,5,47,97,66,9%,6%,4.51015122,2.370729268,1.0336,5.107111111,4.229973171,2.96516129,9.56542439,4.025882927,10.80290732,0%,1,3
S01010367,Kelvindale,Glasgow City,1596,1231,6829,98,20,10,5,6375,6716,6677,6345,3970,4392,5519,2%,35,2%,19,35,8,9,68,12%,0%,51,92%,5.88,30,0%,14%,22,138,40,18,4%,2%,3.988425869,2.842135448,1.593579927,5.51037037,4.093822453,1.94775,9.786732764,8.581928005,11.45856315,0%,3,3
S01010368,Kelvindale,Glasgow City,810,519,6377,92,19,10,5,5430,6402,5479,6851,4505,2927,5016,4%,33,2%,11,50,29,19,118,16%,0%,64,*,6.44,14,0%,13%,19,236,38,8,6%,1%,4.011282579,3.233923182,2.756728395,4.908794326,4.376409465,1.456097561,5.529348422,7.253943759,8.980061728,0%,1,3
S01010369,North Kelvin,Glasgow City,770,617,3284,48,10,5,3,2885,2795,3159,4944,4755,2234,950,12%,93,10%,60,110,115,41,104,16%,0%,98,85%,5.86,66,0%,11%,23,300,111,56,14%,7%,2.794634941,2.577503259,2.799749022,1.147865169,4.11547914,4.079797297,8.889713168,8.802884615,9.695749674,0%,2,6
S01010370,North Kelvin,Glasgow City,705,560,6601,95,19,10,5,6042,6375,6629,6713,4347,2840,2807,3%,20,2%,12,30,37,32,48,13%,0%,57,*,6,25,0%,11%,17,242,73,20,10%,3%,3.977851724,2.284982759,2.265151724,3.583770492,3.240958621,2.572723577,9.356193103,8.943503448,10.43210345,0%,1,8
S01010371,North Kelvin,Glasgow City,1217,945,5816,84,17,9,5,5262,5836,6407,5907,5260,1619,555,4%,54,3%,28,40,46,31,38,11%,2%,61,91%,6.15,14,10%,3%,46,380,225,35,23%,4%,3.993576012,1.738336624,1.837475321,3.197956522,4.210078973,2.831041667,4.998534057,5.849375617,8.079047384,0%,2,4
S01010372,North Kelvin,Glasgow City,557,384,6641,96,20,10,5,6127,6707,6704,6868,4300,2020,3142,3%,15,2%,6,30,14,0,68,11%,0%,63,*,6.57,20,0%,18%,18,325,47,15,9%,3%,3.431564272,2.21686673,2.319853497,2.175205479,4.048837429,3.285316456,8.864971645,10.19629962,11.07579395,0%,1,6
S01010373,North Kelvin,Glasgow City,870,694,5758,83,17,9,5,5079,5139,5202,6359,5560,3128,1532,5%,42,4%,28,60,19,26,89,14%,7%,71,*,6.57,47,0%,6%,19,219,109,26,14%,3%,2.968797635,1.961320631,1.979947438,1.854894737,3.971222076,3.030397351,7.341852825,7.644159001,8.871997372,0%,3,6
S01010374,Kelvingrove and University,Glasgow City,979,758,6956,100,20,10,5,6872,6763,6889,6849,6582,5928,743.5,1%,10,1%,11,25,16,0,56,12%,0%,42,*,6.33,22,0%,5%,6,62,198,27,21%,3%,5.031905263,1.825336842,2.690007895,1.32577381,1.828286842,3.18907767,4.324126316,7.114318421,5.408171053,0%,2,4
S01010375,Kelvingrove and University,Glasgow City,571,491,5295,76,16,8,4,5362.5,5819,6513,6287,5294,314,59,4%,24,3%,15,30,19,45,93,14%,6%,57,*,*,43,0%,35%,48,845,204,36,38%,7%,5.302641243,1.839910546,3.381247646,3.352967033,2.287283427,3.176268657,6.234293785,6.971751412,6.555988701,0%,2,13
S01010376,Kelvingrove and University,Glasgow City,776,704,5934,86,18,9,5,4990,5679,5878,6239,6906,3113,282,5%,39,3%,22,50,108,28,78,11%,11%,54,*,*,13,0%,1%,17,220,170,58,24%,8%,3.633633475,0.751080508,2.541246469,1.614098361,3.729646893,1.901907895,1.595564972,6.464894068,7.374985876,0%,1,7
S01010377,Kelvingrove and University,Glasgow City,1030,878,5541,80,16,8,4,4711.5,5884,6619,4763,6746,2212,66,6%,59,3%,25,35,31,12,83,10%,11%,50,82%,5.75,67,2%,22%,31,302,291,89,34%,10%,4.242935363,1.133961004,2.474340278,2.220267857,3.156672009,1.447727273,3.360611645,6.087457265,7.044417735,0%,2,7
S01010378,Kelvingrove and University,Glasgow City,786,702,5650,81,17,9,5,5253,5215,5284,6353,6062,2834,206,4%,35,4%,27,50,80,225,166,10%,0%,67,*,5.67,25,0%,23%,19,243,241,16,33%,2%,4.929486301,1.477914384,3.356558219,2.963617886,2.197243151,2.693913043,5.161523973,7.307195205,6.365383562,0%,1,6
S01010379,Kelvingrove and University,Glasgow City,1227,1069,4011,58,12,6,3,3884,4160,3940,3922,6278,752,537,8%,99,6%,64,65,244,346,86,13%,7%,89,81%,5,52,0%,9%,70,573,230,34,23%,3%,4.352065217,1.164243567,3.13466504,2.147321429,2.283460515,3.069508197,3.196410825,7.360352706,6.287690772,0%,5,7
S01010380,Kelvingrove and University,Glasgow City,967,762,5524,80,16,8,4,4689,5018,4501,5512,6566,4459,1356,6%,56,4%,32,80,85,39,63,15%,4%,68,86%,6.13,35,0%,4%,13,135,145,37,15%,4%,4.255360477,1.544408714,2.35907417,1.572472527,1.729496888,3.130043103,5.622129149,7.039048237,5.85253112,0%,0,4
S01010381,Hillhead,Glasgow City,721,672,5036,73,15,8,4,5127,5478,4735,4909,4961,1637,15,5%,34,3%,24,60,91,75,101,13%,13%,75,*,*,74,13%,1%,27,376,253,74,42%,12%,2.968557851,2.423541322,2.863264463,3.046551724,3.196768595,4.549444444,4.770706612,5.157636364,6.421657025,0%,0,6
S01010382,Hillhead,Glasgow City,858,750,3861,56,12,6,3,3310,3741,3430,3853,6803,2647,499,10%,89,7%,52,95,149,177,83,17%,0%,81,*,*,55,12%,1%,22,258,189,41,22%,5%,4.044538235,1.078932353,1.937758824,1.69875,1.663202941,3.159805195,4.004317647,6.791364706,6.01465,0%,1,6
S01010383,Hillhead,Glasgow City,705,585,1010,15,3,2,1,1048,791,740,2162,6223,1431,46,23%,163,19%,111,200,376,143,146,25%,8%,99,80%,5.5,122,5%,3%,29,413,244,68,37%,10%,3.512080793,1.733841463,2.545464939,2.291716418,2.400160061,3.766504425,4.738791921,5.386147104,6.633025915,0%,0,4
S01010384,Hillhead,Glasgow City,1538,1405,6171,89,18,9,5,5737,6508,6142,6330,4431,1798,821,3%,53,2%,28,45,85,17,116,10%,3%,55,*,*,49,0%,22%,54,353,162,24,20%,3%,3.588407975,2.508180982,2.969889571,2.997961165,3.083806748,4.354590164,6.567846626,7.239352761,8.463966258,0%,1,4
S01010385,Hillhead,Glasgow City,872,757,3442,50,10,5,3,3256,3492,3276,2286,6927,4395,238,11%,92,8%,58,100,135,75,82,19%,13%,80,73%,5.33,66,3%,2%,12,138,221,66,26%,8%,4.116439573,0.792680687,1.739650474,1.479594595,1.846638033,3.324,2.123957346,5.881845379,6.905941943,0%,0,4
S01010386,Hillhead,Glasgow City,1020,836,1161,17,4,2,1,987,1350,696,1849,6890,1042,172,24%,242,15%,128,195,303,121,184,23%,7%,123,73%,5.56,133,7%,5%,50,493,302,29,34%,3%,3.801737569,0.905640884,1.459773481,2.094782609,1.942558011,3.854466667,2.631082873,4.753082873,6.25008011,0%,1,4
S01010387,Hillhead,Glasgow City,1512,1349,3763,54,11,6,3,3465,4278,3134,3185,5336,1855,799.5,10%,147,6%,77,100,140,95,163,14%,8%,95,79%,5.62,89,2%,6%,52,346,202,38,19%,4%,2.898189904,2.077625,1.997649038,3.332028986,2.682605769,4.64991453,5.280317308,5.332024038,6.695706731,0%,0,11
